Дата,Поступление,Списание,Назначение платежа,Контрагент,Вид операции,Вх.номер,Вх.дата,Организация,Банковский счет,Комментарий
02.10.2020,2759.98,,,"ТОВ ""ИГЛЕСИА БЛАНКА""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
05.10.2020,2550.0,,,ТОВ Сокар Петроліум,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
05.10.2020,7870.05,,,"Товариство з обмеженою відповідальністю ""ТС ПЛЮС""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
06.10.2020,2400.05,,,"ТОВ ""Гольда""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
06.10.2020,1040.0,,,Баррік,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
07.10.2020,11128.84,,,БЮРО ВИН,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
08.10.2020,3899.95,,,"Товариство з обмеженою відповідальністю ""СОЛЬ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
09.10.2020,22565.02,,,"Філія ""ТОП-АЛКО"" Товариства з обмеженою відповідальністю ""ЕЛЛІПСІС""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
09.10.2020,950.0,,,"Товариство з обмеженою відповідальністю ""ТД Альматерра""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
09.10.2020,2580.04,,,КАНАПЕ,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
12.10.2020,3240.0,,,Фізична особа-підприємець Галян Володимир Михайлович,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
12.10.2020,6844.0,,,"Товариство з обмеженою відповідальністю ""ТОРГОВИЙ ДІМ ""МЕДІАТРЕЙДІНГ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
12.10.2020,8699.98,,,"Товариство з обмеженою відповідальністю ""Восторг""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
12.10.2020,3489.99,,,"Товариство з обмеженою відповідальністю ""ТС ПЛЮС""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
13.10.2020,1998.0,,,Бернардацци,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
13.10.2020,300.0,,,С-78,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
13.10.2020,5690.03,,,Фізична особа- підприємець Кузьменко Олександра Вікторівна,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
13.10.2020,3000.02,,,"Дочірнє підприємство ""Міміно""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
13.10.2020,3270.02,,,Фізична особа-підприємець Халапсус Д.О.,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
15.10.2020,810.01,,,Фізична особа-підприємець Чередниченко Олег Володимирович,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
15.10.2020,1170.0,,,"Товариство з обмеженою відповідальністю ""ВІТІС ГРУП""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
15.10.2020,1660.03,,,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ВИНФОРТ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
15.10.2020,11243.34,,,БЮРО ВИН,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
16.10.2020,6700.02,,,"ТОВ ""Рейкарц Хотел Менеджмент""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
16.10.2020,11399.98,,,"Товариство з обмеженою відповідальністю ""Бурсательє""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
19.10.2020,1000.0,,,"Товариство з обмеженою відповідальністю ""БЕСТПРОЖЕКТ""РапонгиНиколаев",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
19.10.2020,1000.0,,,"Товариство з обмеженою відповідальністю ""БЕСТПРОЖЕКТ""РапонгиНиколаев",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
19.10.2020,3300.05,,,БАРИКАДА,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
19.10.2020,3600.0,,,Фізична особа-підприємець Галат Олександр Миколайович,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
19.10.2020,300.01,,,ТОВ Сокар Петроліум,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
20.10.2020,6359.98,,,"Товариство з обмеженою відповідальністю ""Бурсательє""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
20.10.2020,2160.0,,,Фізична особа-підприємець Галян Володимир Михайлович,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
21.10.2020,2400.05,,,"ТОВ ""Гольда""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
21.10.2020,2860.01,,,"Товариство з обмеженою відповідальністю  ""ФЛАГМАН СТОР""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
21.10.2020,3299.98,,,Міа Кучіна,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
21.10.2020,539.99,,,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ВИНФОРТ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
21.10.2020,456.89,,,БЮРО ВИН,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
21.10.2020,2230.25,,,БЮРО ВИН,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
22.10.2020,3888.0,,,"Товариство з обмеженою вiдповiдальнiстю ""Шато сервіс""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
22.10.2020,3299.98,,,"Товариство з обмеженою відповідальністю ""Густозо""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
26.10.2020,900.0,,,"Товариство з обмеженою відповідальністю ""Космік Фуд""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
26.10.2020,5860.05,,,"Товариство з обмеженою відповідальністю ""ТС ПЛЮС""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
26.10.2020,5538.0,,,"Товариство з обмеженою відповідальністю ""ТОРГОВИЙ ДІМ ""МЕДІАТРЕЙДІНГ""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
26.10.2020,2700.0,,,Бандурко Артур Михайлович (Любимый дядя),Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
26.10.2020,2160.0,,,БАРТОЛОМЕЙ ТОВ,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
28.10.2020,6498.65,,,БЮРО ВИН,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
29.10.2020,2160.0,,,Лайк Локал,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
29.10.2020,1080.0,,,Лайк Локал,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
29.10.2020,7344.0,,,Лайк Локал,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
29.10.2020,7290.0,,,Лайк Локал,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
29.10.2020,5940.0,,,Лайк Локал,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
29.10.2020,5400.0,,,Лайк Локал,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
29.10.2020,5730.01,,,КАНАПЕ,Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
29.10.2020,3299.98,,,"Товариство з обмеженою відповідальністю ""Первінко""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
29.10.2020,1000.0,,,"Товариство з обмеженою відповідальністю ""ВІТІС ГРУП""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
30.10.2020,2400.05,,,"ТОВ ""Гольда""",Оплата от покупателя,,,Бейкуш Вайнери,Приватбанк,
